(PRODUCT164)^(PRODUCT12)^(PRODUCT14),0.6148648648648649
(PRODUCT49)^(PRODUCT130)^(PRODUCT164),0.6178861788617886
(PRODUCT164)^(PRODUCT165)^(PRODUCT14),0.6158536585365855
(PRODUCT164)^(PRODUCT28)^(PRODUCT102),0.62
(PRODUCT8)^(PRODUCT164)^(PRODUCT165),0.6133333333333333
(PRODUCT164)^(PRODUCT12)^(PRODUCT165),0.6061776061776062
(PRODUCT122)^(PRODUCT164)^(PRODUCT63),0.60625
(PRODUCT164)^(PRODUCT133)^(PRODUCT165),0.602803738317757
(PRODUCT20)^(PRODUCT164)^(PRODUCT133),0.6564885496183206
(PRODUCT8)^(PRODUCT123)^(PRODUCT164)^||(PRODUCT40)^(PRODUCT164)^(PRODUCT12),0.6046511627906976
(PRODUCT40)^(PRODUCT164)^(PRODUCT165),0.6305732484076433
(PRODUCT164)^(PRODUCT68)^(PRODUCT102),0.6159420289855073
(PRODUCT164)^(PRODUCT28)^(PRODUCT122),0.6027397260273972
(PRODUCT105)^(PRODUCT164)^(PRODUCT49),0.6756756756756757
(PRODUCT40)^(PRODUCT138)^(PRODUCT164),0.613095238095238
(PRODUCT122)^(PRODUCT164)^(PRODUCT133),0.6007462686567164
(PRODUCT8)^(PRODUCT122)^(PRODUCT164),0.6012658227848101
(PRODUCT164)^(PRODUCT28)^(PRODUCT165),0.6240000000000001
(PRODUCT8)^(PRODUCT164)^(PRODUCT102),0.601010101010101
(PRODUCT164)^(PRODUCT133)^(PRODUCT95),0.6324786324786325
(PRODUCT160)^(PRODUCT11)^(PRODUCT164),0.6228070175438596
(PRODUCT105)^(PRODUCT164)^(PRODUCT109)^||(PRODUCT164)^(PRODUCT165)^(PRODUCT15),0.6
(PRODUCT11)^(PRODUCT164)^(PRODUCT133),0.6610169491525424
(PRODUCT122)^(PRODUCT11)^(PRODUCT164),0.6056910569105692
(PRODUCT162)^(PRODUCT164)^(PRODUCT138),0.628099173553719
(PRODUCT90)^(PRODUCT164)^(PRODUCT102),0.6454545454545454
(PRODUCT105)^(PRODUCT164)^(PRODUCT165),0.6017699115044248
(PRODUCT105)^(PRODUCT11)^(PRODUCT164),0.6030534351145038
(PRODUCT123)^(PRODUCT164)^(PRODUCT133),0.6162162162162161
